MovieID,Genres
1076,Mystery
1077,Drama
1078,Drama
1079,Drama
1080,Drama
1081,Children's
1082,Comedy
1083,Drama
1084,Action
1085,Action
1086,Action
1087,Drama
1088,Drama
1089,Horror
1090,Documentary
1091,Comedy
1092,Documentary
1093,Drama
1094,Action
1095,Documentary
1096,Action
1097,Comedy
1098,Drama
1099,Comedy
1100,Drama
1101,Drama
1102,Adventure
1103,Drama
1104,Drama
1105,Drama
1106,Documentary
1107,Documentary
1108,Drama
1109,Comedy
1110,Comedy
1111,Action
1112,Horror
1113,Action
1114,Horror
1115,Drama
1116,Drama
1117,Comedy
1118,Action
1119,Comedy
1120,Comedy
1121,Romance
1122,Documentary
1123,Drama
1124,Drama
1125,Drama
1126,Drama
1127,Comedy
1128,Documentary
1129,Documentary
1130,Comedy
1131,Documentary
1132,Animation
1133,Documentary
1134,Drama
1135,Animation
1136,Crime
1137,Film-Noir
1138,Film-Noir
1139,Drama
1140,Drama
1141,Drama
1142,Comedy
1143,Romance
1144,Comedy
1145,Drama
1146,Comedy
1147,Drama
1148,Drama
1149,Drama
1150,Comedy
1151,Comedy
1152,Horror
1153,Documentary
1154,Action
1155,Comedy
1156,Comedy
1157,Drama
1158,Comedy
1159,Comedy
1160,Drama
1161,Drama
1162,Drama
1163,Crime
1164,Comedy
1165,Action
1166,Drama
1167,Comedy
1168,Drama
1169,Drama
1170,Drama
1171,Comedy
1172,Documentary
1173,Drama
1174,Documentary
1175,Documentary
1176,Drama
1177,Comedy
1178,Action
1179,Action
1180,Action
1181,Sci-Fi
1182,Action
1183,Action
1184,Comedy
1185,Drama
1186,Adventure
1187,Action
1188,Sci-Fi
1189,Drama
1190,Drama
1191,Western
1192,Action
1193,Comedy
1194,Mystery
1195,Crime
1196,Action
1197,Action
1198,Adventure
1199,Drama
1200,Action
1201,Horror
1202,Action
1203,Action
1204,Action
1205,Animation
1206,Drama
1207,Drama
1208,Comedy
1209,Crime
1210,Drama
1211,Comedy
1212,Drama
1213,Mystery
1214,Action
1215,Comedy
1216,Comedy
1217,Comedy
1218,Drama
1219,Comedy
1220,Action
1221,Comedy
1222,Action
1223,Comedy
1224,Comedy
1225,Drama
1226,Drama
1227,Drama
1228,Crime
1229,Thriller
1230,Drama
1231,Drama
1232,Film-Noir
1233,Drama
1234,Adventure
1235,Comedy
1236,Comedy
1237,Comedy
1238,Horror
1239,Adventure
1240,Crime
1241,Action
1242,Adventure
1243,Drama
1244,Action
1245,Comedy
1246,Western
1247,Film-Noir
1248,Drama
1249,Comedy
1250,Comedy
1251,Drama
1252,Drama
1253,Comedy
1254,Adventure
1255,Action
1256,Comedy
1257,Action
1258,Comedy
1259,Comedy
1260,Drama
1261,Comedy
1262,Animation
1263,Western
1264,Film-Noir
1265,Comedy
1266,Drama
1267,Action
1268,Comedy
1269,Documentary
1270,Drama
1271,Action
1272,Comedy
1273,Drama
1274,Comedy
1275,Drama
1276,Drama
1277,Comedy
1278,Drama
1279,Drama
1280,Drama
1281,Sci-Fi
1282,Drama
1283,Adventure
1284,Action
1285,Drama
1286,Drama
1287,Comedy
1288,Comedy
1289,Drama
1290,Documentary
1291,Comedy
1292,Drama
1293,Crime
1294,Romance
1295,Documentary
1296,Drama
1297,Comedy
1298,Comedy
1299,Documentary
1300,Action
1301,Horror
1302,Horror
1303,Horror
1304,Horror
1305,Horror
1306,Horror
1307,Horror
1308,Horror
1309,Horror
1310,Comedy
1311,Horror
1312,Horror
1313,Horror
1314,Horror
1315,Action
1316,Horror
1317,Horror
1318,Horror
1319,Horror
1320,Horror
1321,Horror
1322,Thriller
1323,Film-Noir
1324,Horror
1325,Horror
1326,Horror
1327,Horror
1328,Horror
1329,Horror
1330,Drama
1331,Crime
1332,Comedy
1333,Drama
1334,Horror
1335,Action
1336,Drama
1337,Drama
1338,Adventure
1339,Drama
1340,Documentary
1341,Drama
1342,Drama
1343,Action
1344,Drama
1345,Drama
1346,Children's
1347,Drama
1348,Drama
1349,Action
1350,Action
1351,Action
1352,Action
1353,Action
1354,Action
1355,Action
1356,Action
1357,Action
1358,Action
1359,Comedy
1360,Comedy
1361,Action
1362,Action
1363,Drama
1364,Action
1365,Western
1366,Action
1367,Action
1368,Action
1369,Comedy
1370,Action
1371,Comedy
1372,Drama
1373,Comedy
1374,Comedy
1375,Crime
1376,Drama
1377,Romance
1378,Drama
1379,Drama
1380,Drama
1381,Crime
1382,Animation
1383,Drama
1384,Horror
1385,Action
1386,Comedy
1387,Comedy
1388,Drama
1389,Drama
1390,Drama
1391,Comedy
1392,Crime
1393,Drama
1394,Drama
1395,Drama
1396,Documentary
1397,Documentary
1398,Mystery
1399,Drama
1400,Action
1401,Comedy
1402,Children's
1403,Thriller
1404,Drama
1405,Action
1406,Thriller
1407,Action
1408,Action
1409,Comedy
1410,Action
1411,Comedy
1412,Drama
1413,Action
1414,Comedy
1415,Comedy
1416,Comedy
1417,Drama
1418,Documentary
1419,Comedy
1420,Comedy
1421,Comedy
1422,Crime
1423,Documentary
1424,Comedy
1425,War
1426,Comedy
1427,Comedy
1428,Comedy
1429,Comedy
1430,Comedy
1431,Romance
1432,Mystery
1433,Children's
1434,Comedy
1435,Documentary
1436,Comedy
1437,Mystery
1438,Drama
1439,Crime
1440,Comedy
1441,Comedy
1442,Documentary
1443,Drama
1444,Crime
1445,Action
1446,Children's
1447,Romance
1448,Comedy
1449,Romance
1450,Action
1451,Action
1452,Comedy
1453,Drama
1454,Mystery
1455,Comedy
1456,Drama
1457,Drama
1458,Action
1459,Animation
1460,Comedy
1461,Romance
1462,Comedy
1463,Action
1464,Drama
1465,Action
1466,Drama
1467,Action
1468,Comedy
1469,Crime
1470,Romance
1471,Comedy
1472,Drama
1473,Drama
1474,Drama
1475,Drama
1476,Drama
1477,Comedy
1478,Comedy
1479,Romance
1480,Drama
1481,Comedy
1482,Comedy
1483,Action
1484,Drama
1485,Romance
1486,Drama
1487,Action
1488,Drama
1489,Action
1490,Comedy
1491,Action
1492,Comedy
1493,Drama
1494,Drama
1495,Comedy
1496,Drama
1497,Drama
1498,Drama
1499,Comedy
1500,Adventure
1501,Comedy
1502,Comedy
1503,Comedy
1504,Drama
1505,Action
1506,Drama
1507,Comedy
1508,Children's
1509,Drama
1510,Drama
1511,Comedy
1512,Adventure
1513,Action
1514,Comedy
1515,Drama
1516,Drama
1517,Action
1518,Drama
1519,Comedy
1520,Drama
1521,Comedy
1522,Action
1523,Drama
1524,Comedy
1525,Comedy
1526,Adventure
1527,Drama
1528,Crime
1529,Comedy
1530,Sci-Fi
1531,Comedy
1532,Drama
1533,Action
1534,Romance
1535,Drama
1536,Drama
1537,Crime
1538,Drama
1539,Action
1540,Comedy
1541,Adventure
1542,Children's
1543,Drama
1544,Comedy
1545,Action
1546,Action
1547,Children's
1548,Crime
1549,Action
1550,Action
1551,Children's
1552,Comedy
1553,Drama
1554,Adventure
1555,Drama
1556,Action
1557,Crime
1558,Action
1559,Drama
1560,Crime
1561,Comedy
1562,Sci-Fi
1563,Action
1564,Adventure
1565,Action
1566,Action
1567,Drama
1568,Action
1569,Drama
1570,Comedy
1571,Drama
1572,Comedy
1573,Adventure
1574,Action
1575,Crime
1576,Drama
1577,Crime
1578,Drama
1579,Comedy
1580,Horror
1581,Drama
1582,Mystery
1583,Action
1584,Action
1585,Drama
1586,Comedy
1587,Comedy
1588,Thriller
1589,Comedy
1590,Drama
1591,Drama
1592,Action
1593,Drama
1594,Comedy
1595,Comedy
1596,Comedy
1597,Drama
1598,Horror
1599,Crime
1600,Comedy
1601,Crime
1602,Comedy
1603,Documentary
1604,Drama
1605,Drama
1606,Documentary
1607,Drama
1608,Children's
1609,Horror
1610,Romance
1611,Documentary
1612,Romance
1613,Drama
1614,Drama
1615,Thriller
1616,Crime
1617,Comedy
1618,Drama
1619,Comedy
1620,Romance
1621,Action
1622,Drama
1623,Romance
1624,Drama
1625,Crime
1626,Drama
1627,Drama
1628,Drama
1629,Crime
1630,Action
1631,Comedy
1632,Drama
1633,Comedy
1634,Drama
1635,Action
1636,Drama
1637,Drama
1638,Romance
1639,Romance
1640,Crime
1641,Action
1642,Animation
1643,Comedy
1644,Action
1645,Horror
1646,Drama
1647,Drama
1648,Drama
1649,Drama
1650,Crime
1651,Comedy
1652,Drama
1653,Comedy
1654,Children's
1655,Comedy
1656,Drama
1657,Drama
1658,Drama
1659,Children's
1660,Drama
1661,Thriller
1662,Drama
1663,Comedy
1664,Children's
1665,Romance
1666,Thriller
1667,Drama
1668,Horror
1669,Thriller
1670,Drama
1671,Action
1672,Drama
1673,Action
1674,Comedy
1675,Drama
1676,Drama
1677,Drama
1678,Drama
1679,Drama
1680,Crime
1681,Drama
1682,Comedy
1683,Comedy
1684,Drama
1685,Comedy
1686,Drama
1687,Comedy
1688,Action
1689,Action
1690,Drama
1691,Crime
1692,Documentary
1693,Action
1694,Comedy
1695,Comedy
1696,Film-Noir
1697,Romance
1698,Adventure
1699,Action
1700,Comedy
1701,Action
1702,Romance
1703,Horror
1704,Drama
1705,Drama
1706,Drama
1707,Comedy
1708,Action
1709,Comedy
1710,Crime
1711,Drama
1712,Drama
1713,Action
1714,Romance
1715,Horror
1716,Action
1717,Action
1718,Comedy
1719,Drama
1720,Comedy
1721,Adventure
1722,Documentary
1723,Drama
1724,Comedy
1725,Film-Noir
1726,Comedy
1727,Action
1728,Documentary
1729,Action
1730,Drama
1731,Crime
1732,Action
1733,Comedy
1734,Comedy
1735,Drama
1736,Action
1737,Documentary
1738,Thriller
1739,Crime
1740,Action
1741,Crime
1742,Crime
1743,Adventure
1744,Drama
1745,Comedy
1746,Drama
1747,Drama
1748,Children's
1749,Drama
1750,Drama
1751,Comedy
1752,Comedy
1753,Drama
1754,Drama
1755,Comedy
1756,Children's
1757,Comedy
1758,Action
1759,Adventure
1760,Comedy
1761,Drama
1762,Comedy
1763,Action
1764,Action
1765,Action
1766,Drama
1767,Romance
1768,Drama
1769,Comedy
1770,Comedy
1771,Drama
1772,Drama
1773,Crime
1774,Children's
1775,Drama
1776,Comedy
1777,Drama
1778,Drama
1779,Adventure
1780,Adventure
1781,Drama
1782,Drama
1783,Drama
1784,Comedy
1785,Comedy
1786,Comedy
1787,Documentary
1788,Comedy
1789,Action
1790,Drama
1791,Drama
1792,Comedy
1793,Horror
1794,Comedy
1795,Comedy
1796,Documentary
1797,Action
1798,Action
1799,Drama
1800,Action
1801,Comedy
1802,Comedy
1803,Drama
1804,Drama
1805,Comedy
1806,Comedy
1807,Action
1808,Drama
1809,Comedy
1810,Drama
1811,Drama
1812,Adventure
1813,Action
1814,Comedy
1815,Comedy
1816,Comedy
1817,Comedy
1818,Adventure
1819,Comedy
1820,Thriller
1821,Drama
1822,Horror
1823,Mystery
1824,Drama
1825,Adventure
1826,Comedy
1827,Comedy
1828,Drama
1829,Drama
1830,Adventure
1831,Drama
1832,Documentary
1833,Drama
1834,Comedy
1835,Comedy
1836,Drama
1837,Comedy
1838,Animation
1839,Drama
1840,Mystery
1841,Action
1842,Comedy
1843,Action
1844,Drama
1845,Comedy
1846,Drama
1847,Action
1848,Action
1849,Action
1850,Children's
1851,Animation
1852,Sci-Fi
1853,Drama
1854,Comedy
1855,Horror
1856,Drama
1857,Musical
1858,War
1859,Western
1860,Drama
1861,Drama
1862,Adventure
1863,Musical
1864,Drama
1865,Comedy
1866,Drama
1867,Drama
1868,Comedy
1869,Drama
1870,Drama
1871,Drama
1872,Drama
1873,Drama
1874,Drama
1875,Drama
1876,Crime
1877,Drama
1878,Musical
1879,Comedy
1880,Drama
1881,Drama
1882,Musical
1883,Drama
1884,Action
1885,Action
1886,Drama
1887,Drama
1888,Drama
1889,Comedy
1890,Drama
1891,Drama
1892,Drama
1893,Drama
1894,Comedy
1895,Drama
1896,Comedy
1897,Comedy
1898,Adventure
1899,Comedy
1900,Horror
1901,Horror
1902,Horror
1903,Horror
1904,Horror
1905,Horror
1906,Horror
1907,Horror
1908,Horror
1909,Horror
1910,Horror
1911,Horror
1912,Horror
1913,Horror
1914,Horror
1915,Horror
1916,Horror
1917,Horror
1918,Horror
1919,Horror
1920,Horror
1921,Horror
1922,Horror
1923,Horror
1924,Horror
1925,Horror
1926,Horror
1927,Horror
1928,Horror
1929,Horror
1930,Horror
1931,Action
1932,Action
1933,Action
1934,Comedy
1935,Comedy
1936,Adventure
1937,Action
1938,Comedy
1939,Crime
1940,Sci-Fi
1941,Sci-Fi
1942,Comedy
1943,Comedy
1944,Action
1945,Children's
1946,Children's
1947,Children's
1948,Children's
1949,Animation
1950,Action
1951,Drama
1952,Fantasy
1953,Drama
1954,Action
1955,Drama
1956,Drama
1957,Horror
1958,Comedy
1959,Action
1960,Comedy
1961,Drama
1962,Children's
1963,Children's
1964,Animation
1965,Sci-Fi
1966,Children's
1967,Children's
1968,Adventure
1969,Children's
1970,Adventure
1971,Children's
1972,Action
1973,Children's
1974,Adventure
1975,Comedy
1976,Adventure
1977,Adventure
1978,Children's
1979,Animation
1980,Comedy
1981,Adventure
1982,Adventure
1983,Children's
1984,Children's
1985,Adventure
1986,Comedy
1987,Adventure
1988,Adventure
1989,Action
1990,Children's
1991,Comedy
1992,Documentary
1993,Drama
1994,Drama
1995,Comedy
1996,Comedy
1997,Film-Noir
1998,Drama
1999,Drama
2000,Drama
2001,Drama
2002,Drama
2003,Comedy
2004,Comedy
2005,Drama
2006,Drama
2007,Drama
2008,Adventure
2009,Animation
2010,Children's
2011,Animation
2012,Animation
2013,Children's
2014,Children's
2015,Children's
2016,Animation
2017,Drama
2018,Animation
2019,Adventure
2020,Animation
2021,Animation
2022,Children's
2023,Animation
2024,Adventure
2025,Action
2026,Children's
2027,Animation
2028,Children's
2029,Children's
2030,Adventure
2031,Comedy
2032,Adventure
2033,Animation
2034,Adventure
2035,Drama
2036,Action
2037,Drama
2038,Horror
2039,Comedy
2040,Comedy
2041,Comedy
2042,Comedy
2043,Crime
2044,Horror
2045,Drama
2046,Action
2047,Adventure
2048,Drama
2049,Horror
2050,Horror
2051,Drama
2052,Horror
2053,Horror
2054,Animation
2055,Comedy
2056,Drama
2057,Action
2058,Drama
2059,Comedy
2060,Documentary
