User_ID,aux
407,"M,25,11"
408,"M,18,12"
409,"F,25,1"
410,"F,45,1"
411,"M,35,15"
412,"M,25,11"
413,"M,25,0"
414,"F,35,0"
415,"M,45,14"
416,"F,25,0"
417,"F,25,3"
418,"M,18,3"
419,"M,35,1"
420,"F,45,3"
421,"M,56,17"
422,"M,18,4"
423,"M,25,17"
424,"M,25,12"
425,"M,18,4"
426,"M,35,12"
427,"F,18,4"
428,"M,18,0"
429,"F,18,10"
430,"M,18,10"
431,"M,45,16"
432,"M,50,6"
433,"F,45,3"
434,"M,25,7"
435,"M,18,4"
436,"M,35,17"
437,"M,18,11"
438,"M,35,14"
439,"M,56,1"
440,"M,35,1"
441,"M,25,1"
442,"M,25,3"
443,"M,56,0"
444,"M,45,12"
445,"F,50,0"
446,"F,45,11"
447,"M,25,17"
448,"M,25,7"
449,"M,45,1"
450,"M,56,13"
451,"M,50,17"
452,"M,18,4"
453,"M,25,20"
454,"F,35,2"
455,"M,35,0"
456,"M,18,4"
457,"M,50,16"
458,"F,18,4"
459,"M,45,18"
460,"M,50,7"
461,"M,18,16"
462,"M,25,7"
463,"F,18,4"
464,"M,18,19"
465,"M,25,5"
466,"F,35,3"
467,"F,1,10"
468,"M,35,6"
469,"F,1,10"
470,"M,35,7"
471,"M,35,0"
472,"F,18,4"
473,"M,25,17"
474,"F,25,2"
475,"M,35,0"
476,"M,35,14"
477,"M,50,16"
478,"M,25,12"
479,"F,18,4"
480,"M,45,7"
481,"M,25,14"
482,"M,18,12"
483,"F,1,10"
484,"M,56,7"
485,"M,56,0"
486,"F,35,17"
487,"M,25,12"
488,"M,18,4"
489,"M,1,10"
490,"M,18,4"
491,"M,25,12"
492,"M,50,7"
493,"F,35,0"
494,"M,18,10"
495,"M,18,4"
496,"F,25,17"
497,"M,35,17"
498,"F,25,1"
499,"F,18,2"
500,"M,25,2"
501,"M,35,6"
502,"M,35,11"
503,"M,25,2"
504,"M,35,17"
505,"M,25,16"
506,"F,25,0"
507,"M,25,12"
508,"M,25,2"
509,"M,18,12"
510,"F,45,4"
511,"M,35,0"
512,"M,25,0"
513,"M,25,2"
514,"M,25,1"
515,"F,56,14"
516,"F,25,14"
517,"F,35,12"
518,"F,35,14"
519,"F,35,20"
520,"M,56,7"
521,"M,25,12"
522,"M,50,7"
523,"M,18,0"
524,"M,35,6"
525,"M,45,17"
526,"F,25,2"
527,"F,18,17"
528,"M,35,12"
529,"M,25,2"
530,"F,18,14"
531,"M,25,7"
532,"M,25,12"
533,"M,25,15"
534,"M,35,6"
535,"M,25,20"
536,"M,45,14"
537,"M,56,16"
538,"M,25,2"
539,"M,18,1"
540,"F,18,4"
541,"M,18,4"
542,"M,25,5"
543,"M,35,12"
544,"M,35,17"
545,"F,25,0"
546,"M,35,12"
547,"F,35,16"
548,"M,25,6"
549,"M,45,8"
550,"M,35,20"
551,"M,50,18"
552,"M,25,2"
553,"M,25,12"
554,"M,18,4"
555,"F,25,9"
556,"M,56,1"
557,"M,35,20"
558,"F,25,7"
559,"M,45,15"
560,"F,18,14"
561,"M,35,20"
562,"M,25,4"
563,"M,45,1"
564,"M,25,16"
565,"M,25,17"
566,"M,35,20"
567,"F,50,17"
568,"F,18,4"
569,"M,25,4"
570,"M,50,5"
571,"M,18,4"
572,"F,35,2"
573,"M,25,19"
574,"M,25,12"
575,"F,45,15"
576,"M,35,0"
577,"M,18,17"
578,"M,25,5"
579,"M,1,10"
580,"M,50,14"
581,"M,18,4"
582,"F,25,0"
583,"F,25,0"
584,"M,18,1"
585,"M,35,14"
586,"M,25,20"
587,"F,25,11"
588,"M,18,2"
589,"F,35,6"
590,"M,25,0"
591,"M,18,0"
592,"F,50,1"
593,"F,56,13"
594,"M,25,7"
595,"F,25,1"
596,"M,35,12"
597,"M,35,7"
598,"M,50,6"
599,"M,35,17"
600,"F,18,20"
601,"F,56,6"
602,"F,25,6"
603,"M,45,17"
604,"F,18,4"
605,"F,1,10"
606,"M,25,0"
607,"M,18,4"
608,"M,25,7"
609,"M,25,4"
610,"M,35,0"
611,"M,50,7"
612,"M,35,20"
613,"M,35,1"
614,"M,50,17"
615,"M,25,7"
616,"F,25,7"
617,"M,25,0"
618,"F,18,1"
619,"M,18,0"
620,"M,18,4"
621,"M,25,0"
622,"M,25,17"
623,"M,25,1"
624,"F,35,12"
625,"M,18,4"
626,"M,50,2"
627,"F,35,0"
628,"F,1,10"
629,"F,35,14"
630,"M,35,17"
631,"M,45,17"
632,"M,25,17"
633,"F,1,10"
634,"M,56,17"
635,"M,18,20"
636,"M,35,12"
637,"M,25,6"
638,"M,45,17"
639,"M,18,4"
640,"F,35,0"
641,"F,35,1"
642,"M,25,2"
643,"M,25,20"
644,"M,35,20"
645,"M,35,7"
646,"M,35,12"
647,"F,25,12"
648,"M,25,4"
649,"M,25,17"
650,"M,35,7"
651,"M,18,20"
652,"M,56,13"
653,"M,50,7"
654,"F,25,2"
655,"F,45,16"
656,"F,50,13"
657,"F,25,0"
658,"F,25,0"
659,"M,45,16"
660,"M,45,1"
661,"M,18,4"
662,"F,25,7"
663,"M,35,18"
664,"M,18,2"
665,"F,18,0"
666,"M,25,18"
667,"F,25,3"
668,"M,25,17"
669,"M,25,12"
670,"M,18,4"
671,"M,35,7"
672,"M,25,20"
673,"M,25,17"
674,"M,25,20"
675,"M,18,16"
676,"M,50,2"
677,"M,25,0"
678,"M,35,16"
679,"M,25,12"
680,"M,35,7"
681,"M,25,4"
682,"M,25,4"
683,"M,25,4"
684,"M,25,4"
685,"M,18,4"
686,"F,25,7"
687,"M,56,13"
688,"F,50,0"
689,"M,25,12"
690,"M,35,11"
691,"F,25,0"
692,"M,35,12"
693,"M,18,4"
694,"F,18,1"
695,"M,25,12"
696,"F,50,6"
697,"M,18,4"
698,"M,18,0"
699,"M,50,17"
700,"F,18,4"
701,"M,35,7"
702,"F,56,1"
703,"F,35,8"
704,"M,25,4"
705,"M,35,20"
706,"M,35,7"
707,"M,25,0"
708,"M,18,0"
709,"M,25,20"
710,"M,25,18"
711,"M,25,0"
712,"M,35,7"
713,"M,18,4"
714,"M,18,0"
715,"M,18,4"
716,"M,25,11"
717,"M,18,2"
718,"M,1,0"
719,"M,18,0"
720,"F,35,9"
721,"M,25,12"
722,"M,25,12"
723,"M,50,13"
724,"M,56,11"
725,"F,25,9"
726,"M,35,11"
727,"M,25,6"
728,"M,35,12"
729,"M,25,0"
730,"M,45,3"
731,"M,25,7"
732,"M,35,16"
733,"M,25,7"
734,"M,25,14"
735,"M,18,12"
736,"M,1,19"
737,"M,18,17"
738,"M,35,12"
739,"M,25,14"
740,"M,25,5"
741,"M,18,0"
742,"F,1,2"
743,"M,25,17"
744,"M,1,10"
745,"F,18,19"
746,"M,18,4"
747,"M,25,0"
748,"M,35,18"
749,"F,35,9"
750,"F,25,17"
751,"F,25,3"
752,"M,1,10"
753,"M,35,7"
754,"F,35,0"
755,"M,35,0"
756,"M,25,12"
757,"M,35,7"
758,"F,56,3"
759,"M,56,15"
760,"M,18,7"
761,"M,1,10"
762,"M,18,10"
763,"M,18,20"
764,"M,25,17"
765,"F,25,7"
766,"M,25,12"
767,"M,25,12"
768,"M,45,17"
769,"M,18,4"
770,"F,50,1"
771,"M,18,12"
772,"M,25,6"
773,"M,18,4"
774,"M,1,17"
775,"F,25,3"
776,"M,18,19"
777,"M,18,17"
778,"M,25,0"
779,"M,25,17"
780,"M,18,4"
781,"M,56,1"
782,"M,25,4"
783,"M,18,0"
784,"M,18,19"
785,"M,25,0"
786,"M,18,4"
787,"M,25,0"
788,"M,18,1"
789,"M,25,17"
790,"M,35,7"
791,"M,25,17"
792,"F,35,14"
793,"M,50,20"
794,"F,35,14"
795,"M,50,6"
796,"F,50,7"
797,"F,25,20"
798,"F,25,5"
799,"F,35,12"
800,"F,25,20"
801,"M,25,16"
802,"M,18,4"
803,"M,25,20"
804,"M,35,12"
805,"M,35,0"
806,"M,18,4"
807,"M,25,7"
808,"M,25,17"
809,"M,25,12"
810,"M,50,0"
811,"M,25,6"
812,"M,18,4"
813,"F,18,4"
814,"M,25,4"
815,"M,45,0"
816,"M,18,4"
817,"M,18,4"
818,"M,35,7"
819,"M,35,7"
820,"M,18,2"
821,"F,25,1"
822,"M,25,0"
823,"M,35,12"
824,"M,56,1"
825,"F,35,1"
826,"M,45,2"
827,"M,18,4"
828,"M,1,19"
829,"M,35,7"
830,"F,45,0"
831,"M,18,2"
832,"M,35,7"
833,"F,35,12"
834,"M,56,0"
835,"M,25,11"
836,"M,56,7"
837,"M,50,17"
838,"M,25,0"
839,"F,25,3"
840,"F,50,14"
841,"F,18,0"
842,"M,25,7"
843,"M,25,0"
844,"F,18,0"
845,"M,25,5"
846,"F,25,7"
847,"M,25,15"
848,"M,25,3"
849,"M,35,0"
850,"M,18,4"
851,"M,25,5"
852,"M,25,17"
853,"F,25,16"
854,"F,18,2"
855,"F,45,6"
856,"M,35,17"
857,"M,35,14"
858,"M,25,12"
859,"M,18,0"
860,"M,25,7"
861,"M,35,7"
862,"M,25,7"
863,"F,25,0"
864,"M,35,1"
865,"M,1,10"
866,"M,45,12"
867,"M,50,17"
868,"M,18,20"
869,"F,25,1"
870,"M,1,10"
871,"M,50,1"
872,"M,56,6"
873,"M,45,15"
874,"M,1,10"
875,"M,25,4"
876,"M,25,0"
877,"M,18,2"
878,"M,45,16"
879,"M,35,17"
880,"M,18,14"
881,"M,18,2"
882,"F,35,14"
883,"M,1,10"
884,"M,35,0"
885,"F,56,0"
886,"F,56,16"
887,"F,1,10"
888,"M,45,20"
889,"M,18,4"
890,"M,25,1"
891,"M,35,0"
892,"F,50,6"
893,"M,18,4"
894,"M,50,1"
895,"M,18,15"
896,"M,25,6"
897,"M,25,7"
898,"F,25,1"
899,"F,56,13"
900,"F,56,0"
901,"M,56,0"
902,"M,56,13"
903,"M,35,20"
904,"F,45,12"
905,"M,1,10"
906,"F,45,6"
907,"F,50,1"
908,"M,45,7"
909,"F,50,0"
910,"M,50,0"
911,"F,35,2"
912,"M,25,0"
913,"F,35,9"
914,"M,25,7"
915,"F,25,1"
916,"M,50,6"
917,"F,45,1"
918,"F,35,1"
919,"M,18,4"
920,"M,25,17"
921,"M,56,16"
922,"M,25,7"
923,"M,50,17"
924,"F,35,3"
925,"M,1,10"
926,"F,25,20"
927,"F,56,16"
928,"M,25,15"
929,"M,25,5"
930,"F,56,1"
931,"F,35,6"
932,"M,45,1"
933,"F,35,7"
934,"M,35,14"
935,"M,18,4"
936,"M,25,15"
937,"F,25,1"
938,"F,25,20"
939,"M,1,10"
940,"M,18,20"
941,"F,50,6"
942,"F,45,12"
943,"M,35,0"
944,"M,45,7"
945,"M,35,7"
946,"M,18,0"
947,"M,56,12"
948,"M,50,17"
949,"M,35,7"
950,"M,45,2"
951,"M,56,16"
952,"M,50,20"
953,"F,25,0"
954,"F,50,7"
955,"M,35,1"
956,"M,35,1"
957,"M,35,2"
958,"M,50,11"
959,"M,1,10"
960,"M,18,10"
961,"F,25,1"
962,"M,25,0"
963,"M,25,7"
964,"M,56,7"
965,"M,56,2"
966,"F,18,0"
967,"M,50,12"
968,"F,25,11"
969,"M,25,0"
970,"M,25,12"
971,"M,45,1"
972,"F,25,1"
973,"M,35,19"
974,"M,35,0"
975,"M,35,14"
976,"M,25,2"
977,"M,18,0"
978,"M,1,10"
979,"M,25,6"
980,"M,25,20"
981,"F,25,9"
982,"F,25,16"
983,"M,50,16"
984,"M,25,4"
985,"F,56,0"
986,"F,35,17"
987,"M,50,11"
988,"M,50,0"
989,"M,18,6"
990,"F,25,9"
991,"F,35,3"
992,"M,25,0"
993,"M,18,2"
994,"F,18,4"
995,"M,25,17"
996,"M,1,19"
997,"M,45,20"
998,"M,25,15"
999,"F,25,6"
1000,"M,25,4"
1001,"M,50,11"
1002,"M,25,2"
1003,"M,25,3"
1004,"M,35,11"
1005,"M,18,4"
1006,"M,50,12"
1007,"M,35,3"
1008,"M,50,7"
1009,"M,25,0"
1010,"M,25,8"
1011,"F,35,1"
1012,"M,56,13"
1013,"F,45,17"
1014,"M,35,3"
1015,"M,56,16"
1016,"M,35,0"
1017,"M,18,4"
1018,"M,35,1"
1019,"M,18,20"
1020,"M,35,0"
1021,"M,25,3"
1022,"M,56,13"
1023,"F,35,1"
1024,"M,25,16"
1025,"F,45,0"
1026,"M,18,4"
1027,"F,45,7"
1028,"M,25,0"
1029,"M,25,7"
1030,"M,35,16"
1031,"M,50,16"
1032,"M,25,5"
1033,"F,35,1"
1034,"M,18,2"
1035,"M,35,7"
1036,"M,45,7"
1037,"F,56,15"
1038,"F,35,1"
1039,"M,25,11"
1040,"M,45,2"
1041,"M,35,5"
1042,"F,50,11"
1043,"M,25,20"
1044,"F,1,10"
1045,"M,56,18"
1046,"M,18,0"
1047,"M,35,6"
1048,"M,45,14"
1049,"M,25,1"
1050,"F,25,0"
1051,"F,35,2"
1052,"M,35,0"
1053,"M,1,10"
1054,"M,35,0"
1055,"M,1,0"
1056,"M,45,17"
1057,"M,25,1"
1058,"F,25,0"
1059,"M,18,10"
1060,"M,45,0"
1061,"M,50,19"
1062,"M,35,7"
1063,"M,25,7"
1064,"F,25,0"
1065,"M,45,12"
1066,"M,35,12"
1067,"F,18,4"
1068,"M,25,20"
1069,"F,45,2"
1070,"M,50,16"
1071,"F,35,7"
1072,"F,25,6"
1073,"M,45,17"
1074,"F,25,6"
1075,"F,25,3"
1076,"M,25,3"
1077,"F,45,9"
1078,"M,25,7"
1079,"M,56,7"
1080,"M,18,4"
1081,"M,45,7"
1082,"M,56,0"
1083,"M,1,19"
1084,"M,25,7"
1085,"M,18,4"
1086,"M,25,16"
1087,"F,1,10"
1088,"M,35,6"
1089,"M,25,7"
1090,"M,18,5"
1091,"F,18,4"
1092,"M,50,14"
1093,"F,18,0"
1094,"F,56,6"
1095,"M,1,10"
1096,"M,18,17"
1097,"M,35,7"
1098,"M,25,17"
1099,"M,25,0"
1100,"M,35,1"
1101,"M,18,1"
1102,"F,45,7"
1103,"M,35,11"
1104,"M,35,6"
1105,"M,18,4"
1106,"F,50,1"
1107,"M,56,1"
1108,"M,18,10"
1109,"F,56,6"
1110,"F,50,16"
1111,"M,18,6"
1112,"M,18,4"
1113,"F,18,9"
1114,"F,25,1"
1115,"M,25,15"
1116,"M,18,14"
1117,"M,50,13"
1118,"M,35,1"
1119,"M,18,4"
1120,"M,56,7"
1121,"M,56,14"
1122,"M,50,0"
1123,"M,25,2"
1124,"F,18,4"
1125,"M,56,16"
1126,"M,25,0"
1127,"M,25,1"
1128,"M,35,17"
1129,"M,18,7"
1130,"M,56,13"
1131,"M,18,12"
1132,"M,18,2"
1133,"M,18,20"
1134,"M,50,13"
1135,"F,35,7"
1136,"M,18,4"
1137,"M,18,12"
1138,"M,25,1"
1139,"F,45,2"
1140,"F,25,3"
1141,"M,18,1"
1142,"M,50,7"
1143,"M,25,7"
1144,"M,50,3"
1145,"F,18,16"
1146,"M,25,20"
1147,"M,35,17"
1148,"M,25,12"
1149,"F,25,20"
1150,"M,25,15"
1151,"M,18,4"
1152,"M,18,10"
1153,"F,1,10"
1154,"M,25,12"
1155,"F,50,2"
1156,"M,45,7"
1157,"F,35,1"
1158,"M,18,0"
1159,"M,18,14"
1160,"M,25,0"
1161,"F,35,0"
1162,"M,1,10"
1163,"F,25,19"
1164,"M,25,12"
1165,"M,56,6"
1166,"F,50,1"
1167,"F,25,0"
1168,"M,25,20"
1169,"M,56,3"
1170,"M,45,12"
1171,"F,25,0"
1172,"F,25,7"
1173,"F,18,16"
1174,"F,25,2"
1175,"M,56,1"
1176,"F,25,17"
1177,"M,56,0"
1178,"M,50,1"
1179,"F,50,20"
1180,"M,35,7"
1181,"M,1,10"
1182,"M,35,19"
1183,"F,25,4"
1184,"F,35,1"
1185,"M,18,19"
1186,"F,1,0"
1187,"M,45,7"
1188,"M,25,0"
1189,"M,45,0"
1190,"F,35,0"
1191,"M,50,16"
1192,"M,25,12"
1193,"F,25,1"
1194,"F,1,10"
1195,"F,18,14"
1196,"M,35,1"
1197,"M,1,10"
1198,"M,50,13"
1199,"M,1,0"
1200,"M,18,4"
1201,"M,35,12"
1202,"F,25,1"
1203,"M,25,7"
1204,"F,56,0"
1205,"F,50,7"
1206,"M,50,0"
1207,"M,25,0"
1208,"M,35,7"
1209,"M,25,17"
1210,"M,18,4"
1211,"F,50,1"
1212,"M,50,0"
1213,"M,56,13"
1214,"M,35,17"
1215,"M,25,2"
1216,"M,25,12"
1217,"M,56,15"
1218,"M,25,7"
1219,"M,1,10"
1220,"M,18,0"
1221,"M,35,0"
1222,"M,25,2"
1223,"M,50,13"
1224,"M,45,7"
1225,"M,18,20"
1226,"M,50,1"
1227,"M,25,1"
1228,"F,25,4"
1229,"M,25,11"
1230,"M,25,12"
1231,"F,18,4"
1232,"F,45,20"
1233,"M,18,4"
1234,"F,25,7"
1235,"F,25,1"
1236,"M,18,4"
1237,"F,35,20"
1238,"F,25,20"
1239,"F,18,14"
1240,"M,1,10"
1241,"F,35,0"
1242,"M,35,15"
1243,"M,25,4"
1244,"M,25,17"
1245,"M,18,4"
1246,"M,35,0"
1247,"F,35,20"
1248,"M,35,2"
1249,"M,50,0"
1250,"M,25,7"
1251,"M,56,13"
1252,"F,35,20"
1253,"F,18,1"
1254,"M,25,17"
1255,"M,25,20"
1256,"F,18,14"
1257,"M,45,7"
1258,"M,35,7"
1259,"M,25,17"
1260,"M,18,4"
1261,"M,25,4"
1262,"M,1,10"
1263,"M,25,1"
1264,"F,18,20"
1265,"M,25,4"
1266,"M,25,15"
1267,"M,50,2"
1268,"F,56,13"
1269,"M,25,6"
1270,"F,45,6"
1271,"M,18,20"
1272,"M,35,2"
1273,"M,45,7"
1274,"M,50,17"
1275,"M,35,17"
1276,"F,18,0"
1277,"M,18,4"
1278,"M,35,1"
1279,"M,1,10"
1280,"M,25,19"
1281,"M,50,1"
1282,"F,18,1"
1283,"M,45,16"
1284,"M,35,4"
1285,"M,35,17"
1286,"F,50,7"
1287,"F,35,19"
1288,"M,45,6"
1289,"M,35,0"
1290,"F,35,0"
1291,"M,25,7"
1292,"M,25,5"
1293,"F,50,20"
1294,"F,35,6"
1295,"M,1,0"
1296,"M,25,7"
1297,"M,35,6"
1298,"M,25,14"
1299,"M,1,10"
1300,"F,25,2"
1301,"M,18,4"
1302,"M,25,19"
1303,"M,25,14"
1304,"M,45,20"
1305,"M,25,3"
1306,"M,56,13"
1307,"M,1,10"
1308,"M,25,14"
1309,"M,45,0"
1310,"M,18,10"
1311,"M,25,14"
1312,"M,18,4"
1313,"F,18,4"
1314,"M,35,7"
1315,"M,50,2"
1316,"M,45,7"
1317,"M,18,16"
1318,"F,25,3"
1319,"M,25,4"
1320,"F,25,14"
1321,"M,56,0"
1322,"F,35,2"
1323,"M,35,16"
1324,"M,25,1"
1325,"F,25,0"
1326,"M,1,10"
1327,"M,35,14"
1328,"M,18,14"
1329,"M,56,1"
1330,"M,45,0"
1331,"M,25,7"
1332,"M,25,17"
1333,"M,50,7"
1334,"M,35,0"
1335,"F,50,20"
1336,"M,56,17"
1337,"M,25,0"
1338,"M,35,18"
1339,"M,25,7"
1340,"M,18,7"
1341,"M,35,0"
1342,"M,35,14"
1343,"F,25,9"
1344,"F,25,2"
1345,"M,35,20"
1346,"F,18,1"
1347,"F,1,10"
1348,"M,50,7"
1349,"F,35,0"
1350,"F,25,17"
1351,"M,35,20"
1352,"M,1,10"
1353,"F,25,2"
1354,"F,45,20"
1355,"F,18,4"
1356,"M,45,0"
1357,"M,35,17"
1358,"M,35,1"
1359,"M,25,20"
1360,"F,25,0"
1361,"M,35,12"
